141,
112,
82,
46,
148,
84,
83,
85,
79,
62,
72,
90,
108,
112,
249,
66,
209,
88,
189,
113,
92,
136,
165,
116,
68,
47,
148,
124,
605,
58,
58,
140,
78,
58,
47,
32,
58,
74,
1112,
373,
293,
130,
123,
118,
139,
314,
65,
52,
62,
199,
