Average:
4448372,

Raw Data:
52504,
173053,
172520,
42314,
162949,
153256,
162599,
162500,
162594,
0,
151456,
160813,
160368,
170725,
171294,
170842,
170756,
171503,
170998,
160617,
0,
171438,
171363,
171597,
171560,
171971,
171699,
171190,
172134,
171759,
