Average:
6607552,

Raw Data:
14331,
25617,
104101,
33549,
22007,
303772,
302664,
109543,
108683,
299675,
298692,
308817,
256366,
295444,
0,
303495,
303625,
303265,
290791,
301134,
288718,
287819,
0,
285830,
296254,
294468,
293278,
293150,
292058,
290406,
