Average:
61739456,

Raw Data:
1493000,
2244273,
2233207,
2232966,
2231259,
2229856,
2239400,
2238526,
2237416,
2236709,
2236234,
2236131,
2275305,
0,
2232104,
2230580,
2229857,
2228718,
2228622,
2227573,
2226854,
2226097,
2225051,
2223718,
0,
2221100,
2220184,
2219310,
2217893,
2217513,
