Average:
79834,

Raw Data:
2395,
2418,
1709,
1847,
3873,
2898,
2592,
3189,
2511,
2216,
2628,
2653,
2728,
2720,
2697,
2785,
2801,
2962,
2391,
2768,
2343,
2072,
2788,
2309,
2195,
2844,
2757,
3122,
3338,
3285,
