Average:
19883939,

Raw Data:
682407,
1199,
821307,
820420,
819315,
819171,
0,
816400,
795302,
814522,
793281,
631887,
0,
811909,
811071,
810775,
810083,
0,
805812,
805159,
806120,
805211,
802335,
803617,
802560,
801484,
0,
799418,
798157,
795017,
