Average:
61467,

Raw Data:
1310,
1829,
2468,
2527,
1687,
1164,
1537,
2567,
1532,
2478,
2646,
2528,
2445,
2469,
1529,
1906,
1800,
1558,
1731,
2337,
2360,
2367,
2076,
1969,
2304,
2033,
2222,
1952,
1899,
2237,
