Average:
16991804,

Raw Data:
643108,
642702,
642696,
622721,
622669,
612667,
612661,
542114,
663266,
693546,
0,
672768,
0,
672935,
672839,
651301,
672865,
672736,
672765,
671939,
671984,
651234,
651018,
672506,
0,
672479,
670909,
0,
671715,
671661,
