Average:
10159652,

Raw Data:
356160,
356592,
356128,
364577,
356538,
368746,
368534,
365152,
356050,
364645,
356479,
356080,
364316,
364354,
355959,
364200,
364160,
364985,
368387,
364069,
364038,
368153,
364045,
0,
364485,
0,
363887,
367802,
363900,
367231,
