Average:
11136357,

Raw Data:
390942,
391025,
390897,
411982,
313295,
391177,
270288,
391196,
412884,
412041,
412408,
411952,
390156,
0,
411569,
411540,
402851,
411366,
402153,
410688,
0,
412059,
412700,
412293,
411439,
411565,
411366,
411303,
401587,
411635,
